nflId,height,weight,birthDate,collegeName,position,displayName
42371,3-Jun,312,2/9/1992,Duke,G,Laken Tomlinson
42372,10-May,192,1/5/1993,Miami,WR,Phillip Dorsett
42376,Jun-00,218,1/10/1994,Alabama,SS,Landon Collins
42377,6-Jun,338,6/23/1993,Penn State,T,Donovan Smith
42378,3-Jun,280,1/25/1994,Florida State,DT,Mario Edwards
42381,5-Jun,265,11/17/1992,Mississippi State,OLB,Preston Smith
42388,Jun-00,232,2/29/1992,UCLA,MLB,Eric Kendricks
42390,1-Jun,205,10/3/1992,Utah,SS,Eric Rowe
42391,11-May,240,12/5/1992,Miami,MLB,Denzel Perryman
42392,6-Jun,305,4/21/1992,Missouri,C,Mitch Morse
42393,11-May,193,1/2/1994,Florida State,CB,Ronald Darby
42395,6-Jun,341,9/21/1992,Oklahoma,DE,Jordan Phillips
42397,9-May,203,6/13/1993,Nebraska,RB,Ameer Abdullah
42398,4-Jun,252,4/12/1994,Minnesota,TE,Maxx Williams
42400,8-Jun,328,5/13/1992,Wisconsin,T,Rob Havenstein
42401,3-Jun,260,3/13/1991,Missouri,OLB,Markus Golden
42403,5-Jun,255,11/23/1992,Nebraska,DE,Randy Gregory
42406,3-Jun,260,6/14/1993,Michigan,DE,Frank Clark
42410,3-Jun,325,10/3/1991,South Carolina,G,A.J. Cann
42412,10-May,182,9/28/1992,Kansas State,WR,Tyler Lockett
42416,1-Jun,210,4/16/1993,Indiana,RB,Tevin Coleman
42419,3-Jun,205,10/25/1992,Georgia,WR,Chris Conley
42421,Jun-00,196,6/1/1993,Florida State,CB,P.J. Williams
42427,1-Jun,236,6/27/1992,Texas,MLB,Jordan Hicks
42428,6-Jun,250,10/15/1992,Rutgers,TE,Tyler Kroft
42431,5-Jun,252,10/29/1994,Louisiana State,OLB,Danielle Hunter
42433,5-Jun,320,3/2/1992,Iowa,DT,Carl Davis
42436,6-Jun,301,8/3/1991,Stanford,DE,Henry Anderson
42437,Jun-00,216,1/22/1993,Stanford,WR,Ty Montgomery
42441,11-May,194,1/22/1993,Oregon State,CB,Steven Nelson
42443,4-Jun,318,11/14/1992,Auburn,DT,Angelo Blackson
42444,2-Jun,265,8/16/1993,Arkansas,OLB,Trey Flowers
42448,9-May,177,6/17/1993,Duke,WR,Jamison Crowder
42465,4-Jun,272,9/8/1992,Kentucky,OLB,Za'Darius Smith
42467,1-Jun,227,8/3/1994,Louisiana State,OLB,Kwon Alexander
42469,9-May,221,2/19/1993,South Carolina,RB,Mike Davis
42470,Jun-00,243,5/28/1993,Minnesota,MLB,Damien Wilson
42471,4-Jun,323,2/10/1992,Miami,C,Jon Feliciano
42474,1-Jun,310,8/28/1993,Georgia Tech,G,Shaquille Mason
42476,4-Jun,309,11/9/1991,Florida,G,Max Garcia
42477,4-Jun,310,5/3/1992,West Virginia,G,Mark Glowinski
42480,Jun-00,305,4/28/1993,Clemson,DT,Grady Jarrett
42485,Jun-00,214,4/29/1993,Penn State,FS,Adrian Amos
42486,2-Jun,243,3/24/1992,Southern Illinois,TE,MyCole Pruitt
42488,11-May,192,8/18/1993,Memphis,FS,Bobby McCain
42489,Jun-00,191,11/29/1993,Maryland,WR,Stefon Diggs
42500,6-Jun,260,1/14/1993,Auburn,TE,C.J. Uzomah
42503,7-Jun,250,6/4/1994,Penn State,TE,Jesse James
42511,Jun-00,240,2/1/1992,Rutgers,FB,Michael Burton
42512,2-Jun,245,8/8/1993,Texas State,MLB,David Mayo
42514,4-Jun,270,2/17/1993,Delaware,TE,Nick Boyle
42543,9-May,197,1/22/1993,Texas,FS,Quandre Diggs
42547,6-Jun,255,9/13/1992,Georgia Tech,TE,Darren Waller
42553,1-Jun,298,3/10/1992,Louisiana-Lafayette,DT,Christian Ringo
42559,2-Jun,305,10/16/1993,Rice,DT,Christian Covington
42560,2-Jun,307,7/3/1993,Southern Mississippi,DT,Rakeem Nunez-Roches
42569,5-Jun,310,8/21/1994,Florida State,T,Bobby Hart
42587,8-Jun,380,4/13/1993,Florida,T,Trenton Brown
42589,4-Jun,260,9/16/1993,Texas,TE,Geoff Swaim
42593,3-Jun,220,12/26/1991,Northwestern,QB,Trevor Siemian
42654,4-Jun,320,7/26/1993,Louisiana State,T,La'el Collins
42718,10-May,197,4/9/1992,Purdue,RB,Raheem Mostert
42721,6-Jun,263,4/22/1992,Texas-El Paso,TE,Eric Tomlinson
42771,2-Jun,234,4/6/1993,Marshall,MLB,Neville Hewitt
42794,8-May,190,4/10/1993,Sacramento State,WR,DeAndre Carter
42816,11-May,184,8/29/1991,Oregon,CB,Troy Hill
42818,4-Jun,209,2/17/1992,Wisconsin-Whitewater,WR,Jake Kumerow
42826,1-Jun,292,12/29/1992,Clemson,DT,DeShawn Williams
42827,11-May,190,3/27/1993,Tennessee,CB,Justin Coleman
42831,1-Jun,210,3/15/1993,Old Dominion,QB,Taylor Heinicke
42837,11-May,222,5/15/1993,Texas,RB,Malcolm Brown
42883,3-Jun,300,7/10/1992,Georgia,C,David Andrews
42899,9-May,180,1/27/1993,South Carolina,WR,Damiere Byrd
42901,1-Jun,208,7/25/1992,James Madison,SS,Dean Marlowe
42929,2-Jun,242,12/7/1993,Montana State,OLB,Alex Singleton
42935,9-May,188,10/23/1991,Rice,CB,Bryce Callahan
42954,4-Jun,310,4/23/1992,Toledo,C,Greg Mancz
43092,Jun-00,299,11/23/1992,North Carolina State,DT,T.Y. McGill
43290,4-Jun,223,10/14/1994,California,QB,Jared Goff
43291,5-Jun,237,12/30/1992,North Dakota State,QB,Carson Wentz
43292,5-Jun,280,7/11/1995,Ohio State,OLB,Joey Bosa
43293,Jun-00,228,7/22/1995,Ohio State,RB,Ezekiel Elliott
43294,1-Jun,208,10/24/1994,Florida State,CB,Jalen Ramsey
43295,6-Jun,315,3/18/1994,Notre Dame,T,Ronnie Stanley
43296,7-Jun,300,3/17/1994,Oregon,DT,DeForest Buckner
43297,6-Jun,308,8/17/1994,Michigan State,T,Jack Conklin
43298,5-Jun,240,9/8/1992,Georgia,DE,Leonard Floyd
43299,1-Jun,203,8/9/1995,Ohio State,CB,Eli Apple
43301,2-Jun,305,4/2/1994,Louisville,DT,Sheldon Rankins
43302,5-Jun,313,8/2/1994,Mississippi,T,Laremy Tunsil
43305,7-Jun,318,8/23/1993,Ohio State,T,Taylor Decker
43306,1-Jun,216,7/26/1995,Florida,FS,Keanu Neal
43307,4-Jun,309,5/30/1993,Alabama,C,Ryan Kelly
43308,3-Jun,267,6/17/1994,Clemson,DE,Shaq Lawson
43313,Jun-00,196,10/27/1992,Houston,CB,William Jackson
43314,Jun-00,197,5/1/1995,Miami,CB,Artie Burns
43316,3-Jun,314,10/4/1995,UCLA,DT,Kenny Clark
43321,4-Jun,275,11/6/1993,Oklahoma State,DE,Emmanuel Ogbah
43323,2-Jun,245,6/14/1995,Notre Dame,MLB,Jaylon Smith
43324,5-Jun,250,12/7/1994,Arkansas,TE,Hunter Henry
43325,1-Jun,244,9/3/1995,UCLA,MLB,Myles Jack
43326,6-Jun,308,7/3/1994,Mississippi State,DT,Chris Jones
43327,1-Jun,200,7/4/1993,Baylor,CB,Xavien Howard
43329,10-May,201,2/10/1993,Oklahoma,WR,Sterling Shepard
43332,4-Jun,314,5/8/1994,Penn State,DT,Austin Johnson
43333,5-Jun,287,5/11/1994,Illinois,OLB,Jihad Ward
43334,3-Jun,247,1/4/1994,Alabama,RB,Derrick Henry
43335,4-Jun,330,3/21/1995,Alabama,DT,A'Shawn Robinson
43336,3-Jun,212,3/3/1993,Ohio State,WR,Michael Thomas
43338,3-Jun,306,12/16/1992,Alabama,DT,Jarran Reed
43339,4-Jun,300,4/29/1993,Notre Dame,C,Nick Martin
43341,1-Jun,227,11/4/1994,Louisiana State,MLB,Deion Jones
43344,2-Jun,203,11/15/1994,Pittsburgh,WR,Tyler Boyd
43345,3-Jun,309,7/11/1992,Kansas State,G,Cody Whitehair
43350,11-May,205,12/12/1994,Ohio State,SS,Vonn Bell
43351,1-Jun,212,8/4/1993,Samford,CB,James Bradberry
43352,4-Jun,287,9/23/1992,Georgia Tech,DE,Adam Gotsis
43353,11-May,212,8/17/1993,Middle Tennessee,FS,Kevin Byard
43354,7-Jun,275,4/12/1993,Penn State,OLB,Carl Nassib
43356,2-Jun,308,4/8/1995,Nebraska,DT,Maliek Collins
43358,2-Jun,246,3/31/1995,Maryland,DE,Yannick Ngakoue
43361,3-Jun,296,10/22/1993,Florida,DE,Jonathan Bullard
43362,1-Jun,211,1/26/1994,Alabama,RB,Kenyan Drake
43366,1-Jun,215,2/22/1995,West Virginia,CB,Daryl Worley
43367,5-Jun,308,11/18/1992,North Carolina State,G,Joe Thuney
43368,4-Jun,303,10/29/1993,Oregon State,G,Isaac Seumalo
43370,4-Jun,254,10/29/1994,Stanford,TE,Austin Hooper
43373,11-May,198,2/13/1995,Virginia Tech,CB,Kendall Fuller
43376,2-Jun,235,8/20/1993,Utah State,MLB,Nick Vigil
43378,2-Jun,305,2/7/1993,South Carolina State,DT,Javon Hargrave
43380,4-Jun,235,12/11/1992,North Carolina State,QB,Jacoby Brissett
43383,6-Jun,261,3/6/1993,Ohio State,TE,Nick Vannett
43384,6-Jun,310,8/19/1992,Michigan,G,Graham Glasgow
43387,2-Jun,202,11/19/1993,Boston College,FS,Justin Simmons
43388,1-Jun,245,11/6/1993,Wisconsin,MLB,Joe Schobert
43395,11-May,199,1/7/1994,Minnesota,FS,Eric Murray
43396,1-Jun,200,6/16/1993,Cincinnati,WR,Chris Moore
43399,6-Jun,257,1/1/1993,Western Kentucky,TE,Tyler Higbee
43400,2-Jun,222,5/10/1993,Southern Utah,SS,Miles Killebrew
43404,4-Jun,232,7/1/1993,Minnesota,MLB,De'Vondre Campbell
43405,3-Jun,305,11/2/1994,Texas,DT,Hassan Ridgeway
43407,Jun-00,212,8/4/1993,North Carolina State,SS,Juston Burris
43409,4-Jun,300,11/13/1992,"Manitoba, Can.",DT,David Onyemata
43411,1-Jun,328,3/6/1995,Baylor,DT,Andrew Billings
43413,Jun-00,200,8/14/1993,Miami,SS,Deon Bush
43415,1-Jun,203,9/21/1994,Florida,WR,Demarcus Robinson
43420,2-Jun,237,1/9/1994,Stanford,MLB,Blake Martinez
43424,2-Jun,238,7/29/1993,Mississippi State,QB,Dak Prescott
43426,6-Jun,296,6/9/1994,Northwestern,DE,Dean Lowry
43433,4-Jun,306,4/27/1993,Missouri,C,Connor McGovern
43435,3-Jun,261,8/15/1992,Grand Valley State,OLB,Matt Judon
43436,4-Jun,291,3/31/1993,Maryland,DE,Quinton Jefferson
43439,Jun-00,224,11/2/1994,Indiana,RB,Jordan Howard
43441,3-Jun,310,1/11/1994,Temple,DT,Matt Ioannidis
43444,6-Jun,298,3/11/1993,North Dakota State,T,Joe Haeg
43445,Jun-00,217,2/2/1994,Arkansas,RB,Jonathan Williams
43447,5-Jun,324,2/6/1992,South Carolina,T,Brandon Shell
43454,10-May,185,3/1/1994,West Alabama,WR,Tyreek Hill
43455,3-Jun,347,7/1/1994,Clemson,DT,D.J. Reader
43461,1-Jun,198,10/7/1994,Colorado State,WR,Rashard Higgins
43474,Jun-00,202,4/13/1993,William &amp; Mary,FS,DeAndre Houston-Carson
43478,11-May,196,12/15/1993,Purdue,CB,Anthony Brown
43484,5-Jun,314,9/11/1993,San Jose State,G,Wes Schweitzer
43487,2-Jun,234,11/7/1992,Wisconsin,FB,Derek Watt
43490,2-Jun,209,9/5/1992,Arkansas,QB,Brandon Allen
43495,1-Jun,189,8/16/1994,Southern Mississippi,WR,Mike Thomas
43496,4-Jun,235,4/23/1993,Louisiana Tech,QB,Jeff Driskel
43497,2-Jun,230,5/16/1994,Eastern Illinois,MLB,Kamu Grugier-Hill
43503,Jun-00,238,4/22/1994,Houston,MLB,Elandon Roberts
43508,1-Jun,194,7/29/1994,Arizona,FS,Will Parks
43510,4-Jun,305,3/15/1993,Illinois,C,Ted Karras
43522,Jun-00,191,4/6/1994,Louisiana State,CB,Jalen Mills
43525,1-Jun,223,4/24/1994,Washington,RB,Dwayne Washington
43533,4-Jun,215,2/11/1994,Clemson,FS,Jayron Kearse
43534,Jun-00,205,6/2/1993,Illinois,SS,Clayton Fejedelem
43537,3-Jun,300,6/16/1992,Iowa,C,Austin Blythe
43584,8-May,182,8/8/1994,Holy Cross,WR,Kalif Raymond
43586,5-Jun,322,7/19/1992,Western Kentucky,T,George Fant
43616,11-May,209,7/15/1992,Notre Dame,FS,Matthias Farley
43641,9-May,184,3/9/1994,Mississippi,CB,Mike Hilton
43694,Jun-00,340,11/6/1992,Samford,DT,Michael Pierce
43700,10-May,190,9/20/1993,Auburn,CB,Jonathan Jones
43722,10-May,195,8/15/1993,Arkansas State,RB,J.D. McKissic
43757,11-May,202,10/28/1992,Connecticut,SS,Andrew Adams
43780,3-Jun,294,9/16/1993,Florida Atlantic,DT,Brandin Bryant
43787,5-Jun,294,7/23/1993,Texas-El Paso,DT,Roy Robertson-Harris
43791,3-Jun,275,9/12/1994,Colorado State-Pueblo,DE,Morgan Fox
43797,3-Jun,228,11/18/1993,Washington,OLB,Cory Littleton
43808,3-Jun,190,5/9/1993,Temple,WR,Robbie  Chosen
43821,4-Jun,299,9/10/1992,UCLA,C,Jake Brendel
